Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
ZO30377,California,3472.369996,No,Premium,High School or Below,1/1/2011,Unemployed,M,0,Suburban,Single,102,25,48,0,1,Personal Auto,Personal L3,Offer2,Agent,976.112456,Four-Door Car,Medsize
XE59612,Nevada,7185.673718,No,Extended,High School or Below,1/17/11,Employed,M,63741,Rural,Single,91,25,15,0,6,Corporate Auto,Corporate L1,Offer3,Call Center,36.980596,Four-Door Car,Medsize
CC85895,Nevada,8509.019846,No,Basic,Bachelor,12/1/2011,Employed,F,56481,Urban,Married,106,7,17,0,3,Personal Auto,Personal L1,Offer1,Branch,273.250112,SUV,Medsize
PA75237,Nevada,15118.89548,No,Basic,Doctor,4/2/2011,Employed,M,58883,Suburban,Married,62,1,47,0,2,Corporate Auto,Corporate L2,Offer2,Branch,432.480275,Two-Door Car,Medsize
MB63131,Oregon,4652.886703,No,Basic,Bachelor,2/28/11,Unemployed,F,0,Suburban,Married,64,5,18,1,6,Corporate Auto,Corporate L2,Offer1,Call Center,307.2,Four-Door Car,Medsize
FH65253,Oregon,23740.12142,No,Extended,High School or Below,3/1/2011,Employed,M,28025,Suburban,Married,87,28,94,0,2,Personal Auto,Personal L2,Offer2,Branch,611.40108,Four-Door Car,Medsize
LF75926,Arizona,4491.909095,No,Basic,College,1/23/11,Unemployed,M,0,Suburban,Married,63,16,5,0,5,Personal Auto,Personal L3,Offer2,Agent,302.4,Four-Door Car,Medsize
ZR88383,Nevada,5380.898636,Yes,Basic,College,2/24/11,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L1,Offer1,Agent,321.6,Four-Door Car,Medsize
IA33339,Oregon,9268.672154,No,Basic,Bachelor,2/13/11,Employed,F,57052,Urban,Married,115,7,56,1,4,Corporate Auto,Corporate L3,Offer3,Agent,483.62724,SUV,Medsize
MP53505,Washington,5500.01251,No,Extended,High School or Below,11/2/2011,Employed,F,86073,Rural,Married,136,3,32,0,1,Corporate Auto,Corporate L3,Offer4,Agent,333.5671,Sports Car,Medsize
AZ68184,Washington,9028.307862,No,Basic,High School or Below,1/18/11,Employed,M,76514,Suburban,Married,112,19,0,0,3,Personal Auto,Personal L3,Offer4,Agent,573.941286,SUV,Medsize
VR18539,Washington,8311.854644,No,Basic,College,2/27/11,Employed,M,44843,Urban,Single,105,14,34,0,3,Personal Auto,Personal L2,Offer1,Branch,391.419263,SUV,Medsize
GA79817,Arizona,2369.111588,No,Basic,Bachelor,5/2/2011,Unemployed,M,0,Suburban,Single,65,8,91,0,1,Corporate Auto,Corporate L2,Offer3,Call Center,468.0,Four-Door Car,Medsize
SX63814,Arizona,9312.585034,No,Premium,High School or Below,2/13/11,Employed,M,75986,Rural,Married,115,11,44,0,3,Personal Auto,Personal L3,Offer3,Call Center,89.119797,Four-Door Car,Medsize
VJ24328,Oregon,2599.04158,No,Basic,High School or Below,2/21/11,Employed,M,53021,Suburban,Married,68,28,71,4,1,Personal Auto,Personal L2,Offer1,Agent,326.4,Four-Door Car,Medsize
XN62489,Oregon,2538.62632,Yes,Basic,Bachelor,2/17/11,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize
DQ71306,Oregon,3649.658983,No,Extended,High School or Below,2/2/2011,Medical Leave,M,19013,Suburban,Married,95,1,58,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,456.0,Four-Door Car,Medsize
OZ37864,Oregon,4407.769164,No,Basic,Bachelor,1/21/11,Unemployed,F,0,Rural,Divorced,62,18,34,0,3,Personal Auto,Personal L3,Offer1,Branch,114.097383,Four-Door Car,Medsize
CC30924,Oregon,6262.663307,No,Premium,College,2/26/11,Employed,M,30110,Urban,Married,159,20,71,0,1,Corporate Auto,Corporate L3,Offer4,Agent,466.436375,Sports Car,Small
RV75918,California,7809.515468,No,Extended,College,1/23/11,Employed,F,69161,Urban,Married,97,19,71,0,8,Personal Auto,Personal L3,Offer3,Agent,341.431343,Four-Door Car,Medsize
IV54766,Oregon,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize
SS28002,Arizona,5603.73932,No,Basic,High School or Below,1/30/11,Employed,F,95284,Urban,Married,69,6,35,0,4,Personal Auto,Personal L3,Offer2,Call Center,327.647322,Four-Door Car,Medsize
AP90638,Arizona,14274.55485,No,Extended,High School or Below,2/2/2011,Unemployed,M,0,Suburban,Single,84,35,42,0,2,Personal Auto,Personal L1,Offer4,Call Center,604.8,Four-Door Car,Medsize
WK46492,Arizona,9642.214529,No,Extended,Bachelor,2/22/11,Employed,F,36108,Suburban,Divorced,128,5,35,2,9,Personal Auto,Personal L2,Offer3,Agent,614.4,SUV,Large
WC21189,California,7731.713059,No,Extended,College,11/2/2011,Employed,F,37386,Suburban,Married,97,1,4,0,3,Corporate Auto,Corporate L1,Offer1,Branch,465.6,Four-Door Car,Large
TM12486,Oregon,2959.950094,No,Extended,High School or Below,1/1/2011,Retired,M,28140,Suburban,Single,85,23,5,0,1,Personal Auto,Personal L3,Offer3,Web,612.0,Four-Door Car,Small
ER20865,California,8652.652451,No,Premium,Bachelor,1/2/2011,Employed,M,65605,Urban,Married,111,2,72,2,7,Corporate Auto,Corporate L2,Offer3,Branch,377.781658,Two-Door Car,Medsize
SL35268,Arizona,5453.861203,No,Basic,College,4/1/2011,Employed,M,30855,Urban,Married,68,7,15,0,7,Corporate Auto,Corporate L3,Offer2,Web,259.060862,Four-Door Car,Medsize
YX15941,Oregon,16229.64891,No,Extended,College,12/2/2011,Employed,M,26030,Suburban,Married,139,25,29,1,2,Corporate Auto,Corporate L3,Offer2,Call Center,667.2,Sports Car,Medsize
RC22595,Arizona,3799.746262,No,Premium,College,11/1/2011,Unemployed,F,0,Suburban,Married,102,1,99,0,1,Personal Auto,Personal L3,Offer1,Branch,489.6,Four-Door Car,Large
IS30186,California,6186.497831,No,Extended,College,1/31/11,Employed,F,88375,Rural,Divorced,77,23,11,0,3,Personal Auto,Personal L2,Offer2,Agent,0.42331,Four-Door Car,Medsize
CV75841,California,4369.496687,No,Premium,College,1/25/11,Employed,M,97321,Rural,Single,110,35,46,0,1,Personal Auto,Personal L2,Offer1,Agent,74.744643,Four-Door Car,Medsize
UU22643,Oregon,3600.934326,Yes,Basic,High School or Below,2/25/11,Retired,F,25147,Suburban,Single,101,7,54,0,1,Personal Auto,Personal L3,Offer1,Agent,694.598288,SUV,Medsize
DY73849,California,4569.8758,No,Extended,Bachelor,1/25/11,Unemployed,F,0,Rural,Married,124,32,75,0,1,Personal Auto,Personal L1,Offer2,Call Center,250.723005,SUV,Large
VG74039,Oregon,2388.949198,No,Basic,Bachelor,2/2/2011,Unemployed,F,0,Suburban,Married,65,8,5,0,1,Personal Auto,Personal L2,Offer1,Agent,455.644704,Four-Door Car,Small
GR76453,Oregon,4942.873707,No,Basic,High School or Below,1/23/11,Employed,M,82093,Urban,Divorced,62,17,3,0,3,Personal Auto,Personal L2,Offer2,Branch,266.932542,Four-Door Car,Medsize
NT75612,Oregon,19338.5293,No,Basic,College,2/2/2011,Employed,F,22784,Urban,Married,70,11,68,0,2,Personal Auto,Personal L2,Offer2,Agent,224.904234,Four-Door Car,Medsize
SY48591,Arizona,4827.77681,No,Basic,College,1/17/11,Unemployed,F,0,Suburban,Single,68,29,91,0,6,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Medsize
JP64518,Nevada,2402.81597,No,Basic,Bachelor,1/15/11,Employed,M,21629,Suburban,Divorced,62,19,54,0,1,Corporate Auto,Corporate L2,Offer1,Call Center,298.626189,Two-Door Car,Small
NB30963,California,5994.226432,No,Extended,High School or Below,2/19/11,Employed,M,41859,Rural,Married,76,18,58,0,5,Personal Auto,Personal L3,Offer1,Agent,166.1306,Two-Door Car,Large
UC69263,California,8336.08382,No,Basic,Bachelor,2/16/11,Unemployed,M,0,Suburban,Single,67,10,50,2,2,Personal Auto,Personal L3,Offer3,Agent,445.265108,Two-Door Car,Medsize
IR58695,Oregon,6188.379423,No,Extended,High School or Below,10/2/2011,Employed,M,40352,Suburban,Married,77,31,33,0,3,Corporate Auto,Corporate L2,Offer1,Web,406.367233,Four-Door Car,Small
FJ54907,Oregon,7180.971028,No,Basic,College,9/1/2011,Employed,F,42303,Suburban,Married,180,24,66,0,1,Personal Auto,Personal L2,Offer2,Agent,1210.920949,Luxury SUV,Medsize
IQ15028,Arizona,2661.729688,No,Basic,Bachelor,5/1/2011,Medical Leave,F,24152,Suburban,Married,72,17,28,2,1,Personal Auto,Personal L2,Offer3,Branch,345.6,Four-Door Car,Large
AY35050,Arizona,7292.913911,No,Extended,College,2/23/11,Unemployed,F,0,Suburban,Married,98,3,70,0,8,Personal Auto,Personal L3,Offer1,Branch,470.4,Two-Door Car,Medsize
IY31142,Oregon,2444.329535,No,Basic,College,9/2/2011,Employed,M,83800,Urban,Single,62,11,44,0,1,Personal Auto,Personal L3,Offer2,Branch,196.155575,Four-Door Car,Medsize
GE39783,Oregon,5356.137712,No,Basic,College,4/1/2011,Employed,F,60752,Suburban,Married,67,4,19,0,7,Personal Auto,Personal L1,Offer1,Agent,414.106436,Four-Door Car,Medsize
LY17372,Arizona,5112.306584,No,Extended,College,2/28/11,Employed,M,44743,Suburban,Divorced,137,16,55,4,1,Personal Auto,Personal L3,Offer1,Branch,741.300032,SUV,Small
OD70577,Arizona,2840.899849,No,Extended,College,2/28/11,Unemployed,F,0,Suburban,Single,80,3,99,1,1,Personal Auto,Personal L3,Offer1,Branch,962.526106,Two-Door Car,Medsize
TG37039,Oregon,6240.664762,No,Extended,Bachelor,2/23/11,Unemployed,F,0,Suburban,Single,87,31,9,0,9,Personal Auto,Personal L3,Offer1,Branch,712.40122,Four-Door Car,Medsize
NG59515,California,10248.89802,No,Extended,College,1/29/11,Employed,M,52693,Suburban,Married,129,1,0,0,5,Personal Auto,Personal L2,Offer1,Branch,619.2,SUV,Medsize
LE74625,California,2961.31408,No,Extended,Master,2/28/11,Medical Leave,M,22608,Suburban,Married,77,5,10,0,1,Personal Auto,Personal L1,Offer2,Agent,369.6,Four-Door Car,Small
FP99321,Washington,2628.171324,No,Extended,High School or Below,9/2/2011,Unemployed,M,0,Suburban,Single,89,12,73,4,1,Personal Auto,Personal L3,Offer1,Branch,640.8,Four-Door Car,Small
MU53420,Oregon,5325.724541,Yes,Basic,High School or Below,2/21/11,Unemployed,M,0,Suburban,Married,73,17,44,0,7,Personal Auto,Personal L3,Offer2,Call Center,496.474767,Two-Door Car,Medsize
FQ83162,Washington,34708.87261,No,Basic,College,1/2/2011,Unemployed,M,0,Suburban,Divorced,109,3,19,0,2,Personal Auto,Personal L2,Offer1,Agent,718.700718,Sports Car,Medsize
DM59629,California,6411.675304,No,Extended,Bachelor,8/2/2011,Employed,F,47606,Suburban,Divorced,81,24,50,0,4,Personal Auto,Personal L3,Offer3,Agent,388.8,Two-Door Car,Small
UI99818,Oregon,4349.30875,Yes,Basic,College,10/2/2011,Employed,F,75648,Rural,Married,108,28,10,0,1,Personal Auto,Personal L2,Offer2,Branch,112.660916,SUV,Large
QI69873,Washington,15063.50118,No,Extended,Master,11/1/2011,Disabled,M,19132,Suburban,Single,207,25,15,0,3,Personal Auto,Personal L1,Offer4,Agent,1008.569798,Luxury Car,Small
EU27538,Oregon,18042.47942,No,Extended,Master,1/25/11,Employed,M,35704,Rural,Married,225,21,35,0,8,Personal Auto,Personal L3,Offer1,Branch,358.281562,Luxury Car,Medsize
GU66096,Arizona,5457.342569,No,Basic,High School or Below,2/2/2011,Employed,M,94731,Suburban,Married,67,23,65,0,4,Personal Auto,Personal L2,Offer2,Agent,321.6,Four-Door Car,Medsize
IM15816,Oregon,9403.962744,No,Basic,High School or Below,5/2/2011,Employed,F,79440,Urban,Divorced,117,11,19,0,8,Personal Auto,Personal L3,Offer4,Web,500.638118,SUV,Medsize
SI13406,Arizona,3469.836978,No,Extended,High School or Below,1/16/11,Employed,F,32714,Suburban,Married,87,35,48,0,1,Personal Auto,Personal L1,Offer4,Agent,513.041633,Four-Door Car,Medsize
TF56202,California,5032.165498,No,Basic,College,12/2/2011,Employed,M,66367,Suburban,Divorced,64,6,48,0,3,Personal Auto,Personal L3,Offer2,Call Center,307.2,Two-Door Car,Small
LZ35469,California,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2,68,0,1,Personal Auto,Personal L2,Offer2,Agent,201.455005,Four-Door Car,Medsize
DY87989,Oregon,24127.50402,Yes,Basic,Bachelor,1/26/11,Medical Leave,M,14072,Suburban,Divorced,71,13,3,0,2,Corporate Auto,Corporate L3,Offer1,Agent,511.2,Four-Door Car,Medsize
JO63956,California,8656.396659,No,Basic,College,2/2/2011,Employed,M,83365,Suburban,Married,109,27,7,1,4,Personal Auto,Personal L1,Offer2,Branch,523.2,SUV,Medsize
OA99158,California,21423.63723,Yes,Basic,Bachelor,3/1/2011,Unemployed,M,0,Suburban,Married,65,9,31,0,2,Corporate Auto,Corporate L3,Offer2,Agent,312.0,Two-Door Car,Medsize
EC78254,Washington,8409.668976,No,Basic,College,10/2/2011,Employed,F,53986,Rural,Married,70,22,37,1,2,Corporate Auto,Corporate L3,Offer1,Branch,127.886591,Four-Door Car,Medsize
TW45475,Nevada,8556.418397,No,Extended,College,9/1/2011,Unemployed,M,0,Suburban,Married,124,7,2,3,6,Personal Auto,Personal L3,Offer1,Branch,595.2,SUV,Small
PD79570,Oregon,4334.210791,No,Premium,Bachelor,2/21/11,Unemployed,F,0,Suburban,Single,116,6,87,0,1,Personal Auto,Personal L3,Offer2,Agent,1065.617464,Four-Door Car,Small
XA55993,Oregon,3133.503432,No,Extended,Master,7/2/2011,Employed,F,58850,Rural,Single,78,20,26,0,1,Personal Auto,Personal L3,Offer2,Branch,143.747794,Four-Door Car,Medsize
CH95772,California,2565.124294,No,Basic,College,7/2/2011,Employed,M,68321,Urban,Single,66,31,44,0,1,Personal Auto,Personal L2,Offer4,Branch,198.263056,Four-Door Car,Medsize
AK17025,Washington,5801.828142,No,Extended,Bachelor,1/20/11,Unemployed,M,0,Suburban,Single,83,17,28,0,4,Personal Auto,Personal L2,Offer1,Branch,597.6,Four-Door Car,Medsize
VA91846,Arizona,5577.54128,No,Basic,College,9/1/2011,Employed,M,97868,Urban,Married,70,5,22,1,3,Special Auto,Special L2,Offer3,Branch,267.786573,Two-Door Car,Large
DQ93036,Arizona,7243.865476,No,Extended,High School or Below,11/1/2011,Employed,M,41951,Rural,Married,91,30,56,0,7,Personal Auto,Personal L1,Offer1,Branch,40.536151,Four-Door Car,Medsize
KP10993,California,6273.911874,Yes,Extended,College,2/16/11,Retired,F,18577,Suburban,Divorced,86,21,76,0,6,Personal Auto,Personal L3,Offer1,Branch,412.8,Four-Door Car,Medsize
RR39300,California,34243.51034,No,Extended,High School or Below,8/2/2011,Employed,F,51255,Urban,Married,122,12,0,0,2,Personal Auto,Personal L2,Offer1,Call Center,421.70554,SUV,Medsize
XQ93931,Oregon,7806.137458,No,Basic,College,2/27/11,Employed,M,23706,Suburban,Married,68,1,56,1,2,Corporate Auto,Corporate L3,Offer3,Web,326.4,Four-Door Car,Medsize
DV85764,California,21172.38983,No,Extended,High School or Below,4/1/2011,Unemployed,M,0,Suburban,Married,82,24,86,0,2,Personal Auto,Personal L2,Offer2,Branch,588.269018,Four-Door Car,Medsize
FB71914,California,30205.01297,No,Extended,College,2/17/11,Unemployed,M,0,Suburban,Married,89,7,4,0,2,Personal Auto,Personal L2,Offer3,Agent,469.359715,Four-Door Car,Medsize
ZP80713,Arizona,2772.441318,No,Basic,Master,9/1/2011,Employed,F,79663,Urban,Divorced,69,14,39,0,1,Personal Auto,Personal L2,Offer3,Branch,263.957201,Two-Door Car,Medsize
DN67273,Oregon,8028.484649,No,Basic,High School or Below,8/1/2011,Unemployed,F,0,Suburban,Single,74,26,84,0,2,Personal Auto,Personal L3,Offer1,Agent,532.8,Two-Door Car,Small
WE11250,Washington,12200.78537,No,Basic,College,6/2/2011,Employed,F,60282,Rural,Married,102,23,87,0,2,Corporate Auto,Corporate L3,Offer1,Agent,120.083224,SUV,Large
JC45487,Washington,5639.941974,Yes,Basic,High School or Below,10/1/2011,Employed,M,73168,Suburban,Married,70,21,50,0,3,Personal Auto,Personal L2,Offer2,Agent,425.800112,Four-Door Car,Medsize
EZ70847,Washington,19644.76296,No,Basic,College,12/2/2011,Employed,F,67326,Suburban,Married,69,17,32,0,2,Corporate Auto,Corporate L1,Offer1,Agent,331.2,Four-Door Car,Medsize
KX53892,Oregon,5259.444853,No,Basic,College,6/1/2011,Employed,F,61146,Urban,Married,65,7,68,0,6,Personal Auto,Personal L3,Offer2,Branch,273.018929,Four-Door Car,Medsize
KT21352,Oregon,7046.478698,No,Basic,High School or Below,3/1/2011,Unemployed,M,0,Suburban,Married,64,24,73,0,2,Personal Auto,Personal L2,Offer1,Branch,324.695555,Four-Door Car,Large
JI70886,California,7290.069769,No,Basic,High School or Below,2/15/11,Unemployed,M,0,Suburban,Married,102,11,70,1,3,Corporate Auto,Corporate L2,Offer1,Agent,489.6,SUV,Medsize
PZ31902,Arizona,5797.604861,No,Basic,Bachelor,2/22/11,Employed,F,69276,Urban,Married,74,14,22,2,8,Personal Auto,Personal L3,Offer4,Web,201.327931,Two-Door Car,Medsize
EN31802,California,36168.34106,No,Basic,High School or Below,9/1/2011,Employed,M,74140,Suburban,Married,101,31,23,2,2,Personal Auto,Personal L1,Offer2,Web,484.8,SUV,Medsize
PW91494,California,9344.431622,No,Basic,High School or Below,2/18/11,Unemployed,F,0,Suburban,Married,64,25,96,1,2,Personal Auto,Personal L2,Offer2,Branch,307.2,Two-Door Car,Medsize
TK61994,Oregon,6104.501453,No,Extended,College,2/28/11,Disabled,F,18690,Rural,Married,80,10,63,0,5,Personal Auto,Personal L2,Offer1,Agent,18.192921,Four-Door Car,Medsize
SE76116,California,9567.711298,No,Basic,Bachelor,1/29/11,Employed,M,81410,Rural,Divorced,119,8,86,0,7,Personal Auto,Personal L2,Offer1,Branch,221.188327,SUV,Medsize
RZ97514,Oregon,7498.824515,No,Basic,Master,1/27/11,Unemployed,F,0,Suburban,Married,66,5,17,0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize
FL22732,Oregon,7381.623005,No,Basic,Bachelor,2/14/11,Employed,M,64311,Urban,Married,62,21,79,0,2,Personal Auto,Personal L2,Offer4,Agent,157.174836,Four-Door Car,Medsize
VF83291,Oregon,4836.054291,No,Basic,College,1/13/11,Unemployed,F,0,Suburban,Single,69,12,89,0,8,Personal Auto,Personal L1,Offer1,Agent,632.081402,Four-Door Car,Small
YQ73717,California,5201.252168,No,Basic,High School or Below,1/31/11,Unemployed,M,0,Suburban,Married,69,1,79,0,4,Personal Auto,Personal L1,Offer4,Agent,331.2,Four-Door Car,Medsize
DJ71217,Washington,21561.71277,No,Basic,College,1/28/11,Unemployed,M,0,Suburban,Single,110,11,59,0,2,Personal Auto,Personal L2,Offer3,Branch,792.0,SUV,Medsize
CQ78705,Oregon,7145.29959,No,Extended,College,9/2/2011,Employed,F,92681,Suburban,Divorced,91,8,23,3,8,Personal Auto,Personal L1,Offer3,Web,436.8,Four-Door Car,Medsize
DN92191,California,8383.677045,No,Basic,Master,8/2/2011,Employed,M,68717,Suburban,Divorced,70,4,33,0,2,Personal Auto,Personal L3,Offer4,Branch,810.907059,Four-Door Car,Small
QX64770,Oregon,8221.870429,No,Premium,Master,11/1/2011,Medical Leave,F,13376,Suburban,Single,108,13,75,0,4,Personal Auto,Personal L3,Offer1,Agent,774.714929,Four-Door Car,Small
GB39602,Nevada,3914.719645,No,Basic,High School or Below,1/14/11,Unemployed,M,0,Suburban,Single,112,6,0,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,587.861936,Sports Car,Medsize
EO42272,California,10148.41973,No,Basic,Bachelor,11/1/2011,Employed,F,44856,Suburban,Divorced,66,24,71,1,2,Corporate Auto,Corporate L3,Offer4,Branch,316.8,Four-Door Car,Small
JV12632,Washington,2858.992036,No,Extended,Master,1/20/11,Unemployed,F,0,Urban,Married,83,25,91,4,1,Corporate Auto,Corporate L2,Offer4,Branch,355.385287,Four-Door Car,Medsize
KY55245,California,5169.49937,Yes,Basic,High School or Below,2/26/11,Medical Leave,M,12430,Suburban,Single,73,22,13,0,4,Personal Auto,Personal L3,Offer2,Call Center,350.4,Four-Door Car,Medsize
IK96366,California,5551.398167,No,Extended,College,2/22/11,Employed,M,36918,Suburban,Divorced,76,28,77,3,3,Personal Auto,Personal L1,Offer1,Branch,364.8,Two-Door Car,Medsize
KI55845,Oregon,13681.71178,No,Basic,College,2/18/11,Employed,F,55588,Suburban,Married,114,15,40,0,2,Personal Auto,Personal L2,Offer1,Branch,547.2,SUV,Medsize
EZ71780,Arizona,8807.486831,No,Extended,High School or Below,2/21/11,Disabled,F,26864,Suburban,Divorced,78,18,12,0,2,Special Auto,Special L1,Offer3,Agent,374.4,Four-Door Car,Medsize
MN83273,California,41787.90343,Yes,Premium,High School or Below,1/31/11,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize
RX31862,California,6176.700392,No,Extended,High School or Below,1/24/11,Employed,M,49529,Urban,Married,78,4,78,0,3,Personal Auto,Personal L2,Offer4,Agent,234.723464,Two-Door Car,Medsize
UX93878,Oregon,8513.697414,No,Basic,Bachelor,1/16/11,Employed,F,34505,Urban,Married,106,13,44,0,9,Personal Auto,Personal L3,Offer1,Branch,359.861348,SUV,Small
SX26335,Oregon,9552.926922,No,Extended,College,8/2/2011,Employed,F,97732,Urban,Married,79,0,70,0,2,Personal Auto,Personal L3,Offer4,Branch,289.9122,Four-Door Car,Medsize
WI65397,Oregon,7627.31479,No,Extended,Bachelor,2/17/11,Employed,F,36084,Rural,Divorced,99,3,9,1,7,Corporate Auto,Corporate L2,Offer1,Agent,152.779038,Two-Door Car,Medsize
FG91922,Arizona,40224.01359,No,Basic,Master,7/2/2011,Employed,M,48587,Suburban,Married,111,7,14,0,2,Personal Auto,Personal L2,Offer1,Branch,532.8,SUV,Medsize
XZ45224,Oregon,2438.533897,No,Basic,College,12/2/2011,Employed,F,38961,Suburban,Divorced,62,5,19,0,1,Corporate Auto,Corporate L3,Offer1,Agent,297.6,Two-Door Car,Medsize
DB79694,Arizona,5979.724161,Yes,Extended,High School or Below,7/2/2011,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Corporate Auto,Corporate L3,Offer2,Agent,547.2,Four-Door Car,Medsize
BS87947,California,3350.687339,No,Extended,Bachelor,7/1/2011,Employed,F,94395,Suburban,Married,83,23,1,0,1,Personal Auto,Personal L1,Offer2,Web,582.690575,Four-Door Car,Medsize
IC61020,Oregon,7437.514997,No,Basic,High School or Below,2/23/11,Employed,F,88360,Suburban,Divorced,185,2,73,0,1,Personal Auto,Personal L2,Offer1,Call Center,929.958895,Luxury Car,Large
GV45403,Arizona,7757.128146,No,Premium,Bachelor,1/23/11,Unemployed,M,0,Suburban,Divorced,111,32,13,0,3,Corporate Auto,Corporate L2,Offer1,Branch,607.4459,Two-Door Car,Medsize
JT46803,Oregon,2756.543334,No,Basic,Bachelor,9/1/2011,Employed,F,42336,Rural,Single,69,12,56,0,1,Personal Auto,Personal L2,Offer3,Web,25.605349,Four-Door Car,Medsize
HE29300,California,38545.70689,No,Basic,College,1/14/11,Employed,M,41104,Urban,Married,109,4,10,0,2,Corporate Auto,Corporate L2,Offer4,Call Center,440.030847,SUV,Large
OU88023,California,8460.80939,No,Basic,High School or Below,2/1/2011,Unemployed,F,0,Suburban,Single,115,13,43,0,4,Personal Auto,Personal L3,Offer1,Agent,552.0,SUV,Large
SB61617,California,8935.03414,No,Basic,Master,1/30/11,Employed,M,39910,Suburban,Single,112,16,4,0,5,Personal Auto,Personal L2,Offer1,Call Center,561.499579,SUV,Medsize
KU29408,Washington,9075.768214,Yes,Basic,Master,1/26/11,Employed,M,37722,Rural,Single,116,8,23,0,8,Corporate Auto,Corporate L3,Offer1,Agent,158.077504,Sports Car,Medsize
ML93514,California,4737.841289,No,Premium,Bachelor,1/14/11,Employed,M,63977,Rural,Married,118,10,78,0,1,Personal Auto,Personal L3,Offer1,Agent,32.83059,Four-Door Car,Medsize
ZU50513,California,8954.840118,No,Basic,Bachelor,1/31/11,Employed,F,97736,Rural,Married,74,19,22,0,2,Personal Auto,Personal L2,Offer4,Agent,60.090984,Four-Door Car,Medsize
DI45039,California,2754.143877,No,Basic,College,3/1/2011,Employed,F,58705,Rural,Married,69,19,95,0,1,Personal Auto,Personal L2,Offer4,Web,48.956424,Two-Door Car,Medsize
ZM42260,Arizona,8005.964669,No,Basic,College,2/20/11,Employed,M,63357,Suburban,Married,101,26,42,0,5,Personal Auto,Personal L2,Offer2,Agent,565.508572,SUV,Medsize
YP19985,California,5706.955563,No,Basic,Bachelor,12/1/2011,Employed,M,83073,Rural,Married,71,15,46,0,3,Corporate Auto,Corporate L3,Offer3,Call Center,10.42277,Two-Door Car,Medsize
VP57424,Nevada,6997.008618,No,Extended,Bachelor,8/1/2011,Employed,F,55873,Urban,Married,88,30,19,0,6,Personal Auto,Personal L2,Offer2,Agent,299.356083,Four-Door Car,Small
GL44478,Oregon,9986.661111,No,Extended,High School or Below,1/22/11,Disabled,M,24067,Suburban,Single,132,12,2,0,6,Corporate Auto,Corporate L3,Offer2,Branch,633.6,Sports Car,Medsize
UI77960,California,6656.200678,No,Extended,High School or Below,2/18/11,Employed,F,39834,Suburban,Married,83,26,65,0,3,Personal Auto,Personal L2,Offer4,Web,398.4,Four-Door Car,Medsize
UU84036,California,8267.848845,No,Basic,High School or Below,1/1/2011,Employed,M,59597,Urban,Married,69,6,59,0,2,Special Auto,Special L2,Offer1,Agent,222.791933,Two-Door Car,Medsize
TK13024,Oregon,4408.071476,No,Basic,College,3/2/2011,Employed,M,80640,Urban,Married,111,2,84,0,1,Personal Auto,Personal L3,Offer2,Web,313.270725,SUV,Medsize
LT79371,Arizona,2382.672856,No,Basic,Bachelor,1/29/11,Unemployed,F,0,Rural,Married,65,24,47,0,1,Personal Auto,Personal L1,Offer1,Agent,27.031485,Four-Door Car,Medsize
IJ40048,California,4978.950257,No,Basic,Bachelor,1/31/11,Employed,M,28695,Urban,Single,64,17,87,0,4,Corporate Auto,Corporate L2,Offer1,Branch,221.241837,Four-Door Car,Medsize
ZS15062,Oregon,9547.71004,No,Extended,Master,2/15/11,Employed,M,34919,Urban,Single,82,14,99,1,2,Personal Auto,Personal L3,Offer1,Web,277.871312,Four-Door Car,Medsize
ZE59592,Oregon,5470.181751,No,Basic,College,6/1/2011,Employed,M,24910,Suburban,Married,69,12,79,0,3,Personal Auto,Personal L1,Offer3,Agent,746.107437,Two-Door Car,Medsize
SB83749,California,4717.62873,No,Basic,High School or Below,2/28/11,Employed,M,20355,Suburban,Married,61,4,6,1,3,Personal Auto,Personal L1,Offer2,Branch,439.2,Four-Door Car,Large
UF31027,California,4298.664542,No,Basic,College,1/28/11,Employed,F,76778,Urban,Married,107,31,46,1,1,Personal Auto,Personal L3,Offer1,Agent,500.665061,SUV,Small
